user,tweets
SEO_Autoblog,ARTICLE GENERATOR ONLINE  Create unique articles in seconds #SaveGojek Reception held to <e2><80><a6>
nailakumiko,Terima kasih Pak Jokowi & Pak JK atas pembatalan pelarangan Gojek online oleh kemenhub .. #SaveGojek #GoRakyat
pujagol,"@dino_sutan
Gojek resmi dilarang menteri - rakyat protes #savegojek - presiden didatengin wartawan gojek boleh - jadi pahlawan"
evaseptiana07,"RT @adelladellaide : Gojek , plis jangan tinggalin aku . Aku butuh kamu , kamu selalu ada buat aku . :( #SaveGojek """
yogirahmono,Lika liku percintaan membuat kalian jadi lupa segalanya #SayaInginIPHONE6 #akukaukita #SaveGojek #JumatBerkah #StarWarsTheForceAwakens
dimasxnvt,"@S_SiscaJKT48 itu ilegal dan tidak memenuhi syarat uu angkutan umum ..
#SaveGojek"
swaragamafm,Hari ini #SaveGojek jadi trending to Gmn menurutmu nih ? ;) | #ZonaPersada
anidaa_uswatun,gojek memberi nafkah pada mereka yg benar2 butuh pekerjaan . #SaveGojek
tribunkaltim,Cuitan Jokowi Terkait Larangan Ojek Online Disambut Seleb -  via @tribunkaltim #SaveGo -jek #SaveGojek #Gojek #Jonan
katrinastacia,"Dijamin ga kalau anak kuliahan plg ampe jm 10 mlm naik angkot aman jgn main dihapuskan gojek ,dsb . Mohon ditinjau lg pak #savegojek"
tribunkaltim,Menhub Larang Ojek dan Taksi Online Beroperasi -  via @tribunkaltim #Go -jek #SaveGo -jek #SaveGojek #IgnasiusJojan
idashagy,Kerjain dulu prnya pak baru larang larang #SaveGojek
RojiAza,Pemerintah oh pemerintah menyedihkan hidup di negeri ini rakyat serba salah  #SaveGojek
adezpiring,boa gelo si jonan :)) #SaveGojek
katrinastacia,Gojek jgn dihapuskan kmi anak kuliah kelas krywn mercu plg jm 10 mlm bth gojek krna  angkot dri cengkareng jrg mhn prhatiannya #savegojek
Suryo_RO,Tak sampai 24 jam larangan untuk ojek online dicabut oleh menhub Jonan atas intstruksi Bpk Jokowi #SaveGojek @gojekindonesia
sie_tay,"solusi apa yg kita dpt jika ojek online dilarang , lalu kita hrs naek bis umum yg ugal2an dijln #SaveGojek"
PROMO_JABOTABEK,Woiiiii ..... Aplikasi Gojek ini HASIL KARYA ANAK BANGSA . Sangat membantu Masyarakat #SaveGojek
change4IDN,"@Metro_TV @gojekindonesia  jangan terlena dahulu , banyak yang harus dibenahi untuk meningkatkan kepercayaan pemerintah . #SaveGojek"
adicahyonows,beraninya cabut ijin gojek coba ijin freeport dicabut gih berani ngak ? #SaveGojek
sie_tay,adanya ojek online sangat membantu kami khususnya para pekerja wanita jika plng malam #SaveGojek
bdg_no1,"Tunggu tanggal tayangnya ni , @gojekindonesia korban pencitraan @jokowi ! #SaveGojek #PapaMintaGojek"
asmawati_dian,Pemerintah yg plinplan ~ #savegojek
collarbonesuga,#SaveGojek yg telah menyelamatkan saya untuk otw ke kokas dan akhirnya bertemu mas -mas anti peluru @BTS_twt
daviddhikrory,"@antaranews #SaveGojek juga membantu roda perekonomian para pengGojek . Pemerintah lebih bijak melihat kasus , jangan mentang2 #SaveGojek"
ademirawa,Hati -hati juga sama orang ini pemalas yang ga mau cape @gojekindonesia #SaveGojek
Centrumpost,#SaveGojek Jadi Trending Topik di Twitter
ademirawa,Ini nih gojek pemalas yang ga mau anter penumpang tapi mau duitnya doank @gojekindonesia #SaveGojek
irna_ino,Udah kebiasaan drama gituan ... #SaveGojek
nineclothing_id,"#SupportLocalBrand
Sepatu <c2><a0>MM Shoes Seal
IDR <c2><a0>200 .000 <e2><80><94>FREEONGKIR <e2><80><94>
#AnakJalananTheBest
#SingForYou1stWin
#SaveGojek"
iswanrusadisaid,#SaveGojek (with Masra Suyuti  and Tikaa ) [ <e2><80><94>
cakkk,#PapaMintaSaham #tangkapSN #PapaMintaLonte #TangkapOngen #SaveGojek #tangkapHikdun mana yg bikin marah perempuan ?
GLX_HMY89,"Buru dipesen gojeknya 

kan #savegojek"
nineclothing_id,"#SupportLocalBrand
Sepatu <c2><a0>MM Shoes Talia
IDR <c2><a0>180 .000 <e2><80><94>FREEONGKIR <e2><80><94>
#PRILLYatHitamPutihT7 
Memang beda
#SaveGojek"
bdg_go,"Hatur nuhun bapak menyelamatkan kehidupan saya pada khususnya dan pengemudi gojek indonesia pada umumnya @jokowi
#gorakyat #savegojek"
zepecandurindu,"Skenario berjalan mulus , ad yg hrs jd kmbing hitam -kmudian ad yg bak dewa penyelamat #SaveGojek"
Arif_087,"#SaveGojek ; Aneh ini menteri , kenapa gojek mesti di larang . Pada banyak pengangguran nanti Pak ....."
Bisanihhh,"#SaveGojek , gua belum pernah naik gojek soal nya ~pftt -_-"
APPFfilter,"Salut Pak @IgnasiusJonan perbaiki transportasi umum ,usulkan revisi UULAJ ,wadahi #ojekonline dlm korporasi bukan aplikasi .#SaveGojek"
hasbingung,"Sering pulang malem kalo ga ada ancot kan ribet -,- #SaveGojek"
widodoeffendi,"#SaveGojek save too for the driver , please promotion Rp 10 .000 for happunes driver"
PangkalanTB,JOKOWI Akan Revisi Aturan GoJek #SaveGoJek
OfficialiNewsTV,#SaveGojek mjd TRENDING TOPIC hari ini !! Saksikan @TalkToiNews pkl 20 .03 WIB @TTINTransportOnline #22UHFBdg
indra_guna1,"#SaveGojek . Semoga setelah ini ada BusMiniGrab , GrabBus , GrapTravel , GrabBajaj , n GrabAir ."
bedahplastik,Time goes sooooo fast this morning ... #SaveGojek
mubarakbarawas,"Apa sdh tdk ada urusan yg lain ? Bakal banyak yg jadi pengangguran .

 #SaveGojek"
istiqomahch,Anehh menhub baru ribut ngelarang gojek sekarang ..kenapa ga dari dulu pas awal2 . Ketauan banget nyari proyek .  #SaveGojek
arezz_Mc,"@PejuangKuis yg beruntung lah 
kalau di hapus #saveGojek semakin banyak penggangguran  kasiha yg udh gabung :( nantinya"
DenMomot,gojek kan lagi terkenal karna bisa sedikit mengatasi kemacetan terus masyarakat lebih memilih gojek di banding kebijakan menhub #SaveGojek
GojekCasual,"gakan ko say :( RT @NadaBilqiss : ""@adelladellaide : Gojek ,plis jangan tinggalin aku . Aku butuh kamu ,kamu selalu ada buat aku . :( #SaveGojek """""
maulanadear,Apa yang enak dilarang kasih solusi juga tidak #SaveGojek
wastedrockers,#SaveGojek WR Store Terima Pembelian via Ojek Aplikasi
honda_ciputat,"Buat regulasinya , kalo uu yg berlaku tidak mengaturnya maka uu tsb yg hrs segera di revisi ! Tugas dpr & pemerintah @jokowi #SaveGojek"
agungwahana7,"Sepakat ! Kasihanilah rakyat2 kecil . Lebih baik di tata , jangan di larang . #SaveGojek"
honda_ciputat,"Seharusnya dpr membuat regulasinya dgn pemerintah , g bisa dipungkiri ojek online dibutuhkan masyrkt baik konsumen & pengojeknya #SaveGojek"
DanangWidjoyo,ya wajar masyarakat lebih cinta ojek online ... emang lu kalo mesen ojek online yang datang pak jonan ? kan engga  #SaveGojek
lukmanjogja,Cerita :ada4 orang yg 1 bilang km rampok cewek itu nanti aku pura2 membantu dia menyelamatkanya sicewek blg terima kasih pahlawan #SaveGojek
jhprasetyo,@Ai_mbuL #SaveGojek OK ..but thanks jkw ??? Hmmmm ...think twice
ariefwick,Transportasi OL #savegojek [ <e2><80><94>
Lukmanul438,Munculnya GoJek karenankebutuhan masyarakat dan karena lemahnya pemerintah melakukan terobosan baru di publik transportasi #SaveGojek
mamanthouk,#SaveGojek Anda tidak akan berhasil menjadi pribadi baru bila anda berkeras untuk mempertahankan cara -cara lama  #TIADA2 <c2><b7>com #mamasur917
Lukmanul438,Apakah memang sudah direncanakan drama ini atau karena Jonan tidak tahan dgn tekanan dr para konglo taksi #SaveGojek
79dd8292b57645b,#SaveGojek @jolowi : Hidup Pemerintah ..Gojek ..go ..go
Lukmanul438,Drama Gojek berakhir di hari ini . Gojek diuntungkan dengan free Advertising oleh pakJonan #SaveGojek
AsepFia,"Pak @IgnasiusJonan tutup mata ya ..?
#SaveGojek"
agthuris,"@fadjroeL @jokowi @PEDOMAN_id angkutan Ojek ""Dilarang "" karena UU sekarang ""Diizinkan "" mereka sebut Pencitraan capek ""deh .. #SaveGojek"
Efendi_Duta,"Artikel terbaru . ""Gojek , Jokowi , dan Buruknya Pelayanan Transportasi Umum ""

#SaveGojek @jokowi @YLKI_ID"
Lukmanul438,Freeport -SN -NM -GoJek .... sinetron menjelang Natal .  #SaveGojek
umarsandi,"Coba coba desain tShirt kamu sendiri tuk di @Uteesme - 
#SaveGojek
#dahSyatBarengAnakJalanan
#JumatBerkah"
BajaiApp,"Solusi transportasi di Indonesia , sebaiknya mengedepankan transportasi berbasis massa banyak dan ramah lingkungan . #BajaiApp or #SaveGojek ?"
tesy09,"@republikaonline produk 2009 uu lalin , revisi !! #SaveGojek @jokowi"
DenNgawur,kang jonan kalo mau bikin kebijakan mbok ya di pikir dulu .. tengsin dong kalo blunder !! #SaveGojek
change4IDN,Terima kasih @jokowi atas respon terhadap pelarangan ojek online . Harapan mulai muncul lagi bahwa ada yg peduli pada Indonesia #SaveGojek
rie_ikhsan,"tdk stju kalau go -jek sdh dlrg beroperasi , krn slma ini gojek tdk prnh mrugikan msyrkat yg sring memakai jasa gojek maupun tidak #SaveGojek"
ade_rakhman07,"#SaveGojek padahal udh rencanain buat naek gojek ,tpi udh kburu d 'larang ama pemerintah ...."
FtGtYL,#savegojek #gorakyat bisa beli mamam  [ <e2><80><94>
Bebelesprivat,Wah butuh liburan ini si mentri  #savegojek #mentrigalau [ <e2><80><94>
AwanIamsyahNews,Indonesia tuh maunya apa sih ? Ojek online kan buat kemajuan Negara . Dengerin suara rakyat #SaveGojek
ade_rakhman07,"Transportasi online d 'larang yah ??
Waduh padahal kan gw blom pernah ngerasain naek gojek .kok udah d 'larang :(
#SaveGojek"
BambangSusetyo3,Semoga kamu mendapat cukup kebahagiaan untuk membuat kamu   #SaveGojek
AKRizkiy,"Gojek di hapuskan ada pengangguran baru deeh , gojek itu membantu banget d ibu kota yg macet kaya gini kelesss #saveGoJek"
BRF15,CEO Go -Jek Nadiem Ucapkan Terima Kasih Atas Dukungan #saveGoJek : CEO Go -Jek Indonesia Nadiem Makarim menyampai ..
PaceIchal,"GoJek sngat brmnfaat ktika jam mkan siang tiba , mkasih GoJek #GoRakyat #SaveGojek"
Raaj_889,Bukan pertumbuhan yang lambat yang harus Anda takuti . And  #SaveGojek
abangdeni1996,"CEO Gojek Diam , Netizen Malah Ramai #SaveGojek  via @VIVAcoid"
Dwi_yoi,@AdianNapitupulu :Jonan Seperti Soeharto !  #PecatMenteriGaptek #SaveGojek @jokowi @kurawa @pramonoanung @TetenMasduki
fuah_lagi,"Ketika kemacetan menghambat perjalanan kita , maka sang ojek lah yang menjadi solusinya #SaveGojek"
tettynurhayati_,Kami masih membutuhkan transportasi yg cepat .  #savegojek
AwanIamsyahNews,Mikirlah sama Rakyat kecil . Yang punya banyak duit mah gampang kemana2 . Jgn hapus ojek oL . Coz membantu rakyat #SaveGojek
sHe_bHe,kenapa #SaveGojek masih berlaku ? karena masih menunggu undang2 baru  #mungkin #FTG
stp_92,"Agen independen itu main di notaris dan bank , tp ga ke kantor agen (muahal ). cari rumah , tanah , apt , ruko , dsb +6282217111222 WA #SaveGojek"
jktf0093,#SaveGojek namun sangat di sayangkan . PT GOJEK tdk pernah punya rasa peduli terhadap driver mitra PT GOJEK
aldhymrts,GO -JEK diganti sama GO -BLOK aja pak . #savegojek
fahmi_a10,@dedeyusuf_1 kasihan ... Kasihan ... Kasihan ... #upinstyle #SaveGojek
shahnezanez,Partner kerja @gojekindonesia #SaveGojek
why_wijaya,"setelah lihat berita tentang metromini kemarin , Kira - kira Pak menhub pilih naek metromini apa gojek ya ? #SaveGojek"
ikhfad666,"Um ""@kudilrevenges : Kieu anying telepun genggam teh butut , eweh kipetan , pake nelepon ratu pantai selatan ge tara nyambung :( #SaveGojek """
reisyaaa,Kita butuh GOJEK !!! Kalo mau hapus gojek alangkah baiknya harga angkutan umum dipermurah dan nyaman ;) 610 aja mau langka -_- #SaveGojek
setiaone83,Tolong jangan korbankan @gojekindonesia korban Pencitraan anda @jokowi #SaveGojek #PapaMintaGojek | @Yusrilihza_Mhd
stp_92,"Mau cari rumah , tanah , apt , ruko , dsb serius only +6282217111222 WA ,
Bb 2BBAC929 ,  numpang di pager #SaveGojek"
ardhikadikoy,"Gojek dkk udah banyak bantu mobilitas masyarakat . Kalo dilarang , toh transportasi mana yg sepraktis dia , tp dibolehin Kemhub ?
#SaveGojek"
BillyGunds,Jonan Seperti Soeharto !   #PecatMenteriGaptek #SaveGojek @jokowi @kurawa @pramonoanung @TetenMasduki
REMY_S_Pd_I,"Waktu kamu lahir , kamu menangis dan orang -orang di sekelilin  #SaveGojek"
budiyantop,"@jokowi terima kasih , Pak . lebih banyak yang lebih pantas dilarang dan dicabut ijinnya #SaveGojek #GoRakyat"
sanoertahitan,Kekuatan terbesar yang mampu mengalahkan stress adalah  #SaveGojek
gestaniabella,"#SaveGojek ""@kutukutubuku : Kami juga butuh . Lebih cepat , aman dan murah . #SaveGojek"
akucantikkkID,"Finally  ""@rangganyafadli : Good news ... #SaveGojek"
gestaniabella,"#SaveGojek ""@KiOSTiX :  Menhub Jonan Cabut Larangan ,Persilakan Go -Jek dkk Tetap Beroperasi #SaveGojek  #SaveGojek"
alberto3868,"Ternyata Jonan cuma taat aturan , tapi kehilangan kebijaksanaan #SaveGojek"
balibalzz,"Mungkin bapak jonan kurang paham akan kemudahan dan efisiensi biaya dalam transportasi 
#SaveGojek"
tegarputuhena,"Revisi saja undang -undangnya , kok repot . #SaveGojek"
nonagirang,"Tenang cyin , gojek dan sejenisnya tidak jadi dilarang kok #savegojek"
the_ph0w,Kok gak konsisten gini se ....  #SaveGojek
odd_eyed_,"Also #SaveGojek , thanks Jokowi for being far more rational than our government who seem to be just pulling new regulations out of their ass"
JHVENNIEDJ,#SaveGojek #SaveGrabike Jakarta butuh inovasi bidang transportasi massal .
shandyrentcar,"info rentcar bandung /bandung rentcar phone :022 -95309936 /081321748216 .

#SaveGojek"
setiaone83,Jangan jadikan Gojek Korban Pecitraan @jokowi #SaveGojek #PapaMintaGojek | @prabowo @hnurwahid @Yusrilihza_Mhd
lunamaya_fans,Rakyat selalu jadi korban #SaveGojek
bgswardiansyah,Bos @gojekindonesia serukan #GoRakyat - #SaveGojek
masalex76,"#SaveGojek Bila kita belum menemkan pekerjaan yang sesuai dengan bakat kita , bakatilah apapun pekerjaan kita sek #NOMOR1 <c2><b7>com #alexagu355"
SMDNakal,Kentara banget pengalisan isu nih #SaveGojek #PapaMintaGojek
agusmigas,"Biarkan mereka hidup , biarkan mereka ada #SaveGojek #GoRakyat"
nidiapamela,Then why the government murder inovation ?? #SaveGojek
ToniLintang,COPOTTT ITU MENTERI PERHUBUNGAN Ignasius JONAN nggk layak jd menteri  #savegojek
ArifBukanPocong,"Disedot gan <e2><88><9a> 
Tinggal klik <e2><88><9a> 
#Retweet #indonesia #SaveGojek"
jabar162,@onyitkawanku  Lucunya dagelan srimulat perhubungan . Jonan yg pingin jd dewa djegal bosnya sndiri #SaveGojek
mynameismozha,Ya ampunnnnn jangan begitu donk sy pengguna gojek ni  saya butuh gojek dan grabike #SaveGojek
IamWahiidah,"Menhub Jonan Cabut Larangan , Persilakan Go -Jek dkk Tetap Beroperasi  #ForumKaskus via @KASKUS #SaveGojek #GoRakyat"
Wellalo,Kalo gojek di berentikan gimana aku yg suka pake jasanya buat beliin makan  #SaveGojek
yoka_mudirastaw,"Bagaimana bisa mentri tidak sejalan dengan preaidennya ??
#kurangkemping
#SaveGojek"
jabar162,"#SaveGojek . Negeri Dagelan 
Hal lucu yg tidak lucu yg patut disyukuri
Jonan yg coba jd Dewa di jegal bosnya .."
ttmsrsw,"<- orgnya ga enakan . order gofood jarang bgt > 3km krn berasa kejauhan buat gojeknya . kalo hujan , tunggu berhenti dulu br order . #savegojek"
ttmsrsw,"memanusiakan manusia . you know , just because you pay doesn 't mean you have all the right . #savegojek"
farradillah,Cuman kamu yg bisa aku andalin kang jek ..  tapi lamak ee #savegojek
ojekciganjur,masih mba cuma ya harap maklum agak lama dpt driverya . masih ada kok driver yg kerja . #savegojek
Laraswulandari,Udah 2 kali aja naik gojek abangnya tidur dijalan :'( #curhatsiangbolong #savegojek
dustin_lesmana,"@GrabID 
maju lah indonesia ku 
#savegojek"
pesuytea,SLOWLY WE ROT !! #SaveDriverGojek #savegojek
samuelrijaldy,#SaveGOJEK selamat buat gojek yang udah bikin bingung semua mitra nya
gurgurita,Demo gojek bali . Aturan gojek yg gk masuk akal . Siap tempur . #savegojek #gojekbali <e2><80><a6>
wijanara,"Cari driver susah gojek demo , #savegojek"
pesuytea,Tertawa diatas pendritaan driver ! #savegojek #SaveGojekDriver
pesuytea,"Boro boro di subsidi yg ada malah di sunat @gojekindonesia ,makanya kita demo !#SaveGojekDriver #savegojek"
pesuytea,Masalahnya ongkos murah broooo !#SaveGojekDriver #savegojek
pesuytea,Lumayan capek bos !:)) #SaveGojekDriver #savegojek
pesuytea,Gw mah gak rela !  #savegojek #savedrivergojek
khusnuddin1,"@gojekindonesia kalian bisa besar begini karena driver , kalian tanpa driver bukan apa2 , tolong kalian mengerti #savedrivergojek #savegojek"
pesuytea,Maaf ya KK driver juga perlu perbaikan kesejahteraan #savedrivergojek #savegojek
gojek_kang,"Dear @gojekindonesia knp tdk dipikirkan solusi bg mereka yg pake oprekan mod , tuyul & auto begal ? Jgn tutup mata #policy #savegojek"
gojek_kang,"Dear @gojekindonesia dgn menghilangkan menu jarak , go ride , food , dst di autobid justru membunuh mu . #policy #savegojek"
gojek_kang,"Dear @gojekindonesia versi barunya sepi order , ""yg trdekat dapat krn dr sistem "" tdk brjln , justru radius jauh yg dpt . #Policy #savegojek"
FreeGojek,@jokowi @gojekindonesia @DaengGojek hari ini off ambil orderan . Tarif tidak masuk akal .#savegojek #savedrivergojek
ishmahptr,@jokowi pak tolong driver gojek pak kita seperti terjadi pada masa lalu di paksa kerja tapi uang yg kita hasilkan tidak sebanding #savegojek
rahmat_02754,"Driver nya lagi mogok ngebid , gak ada yg mau ambil order selama kebijkan seperti ini , #savegojek"
rahmat_02754,"Jgn harap gojek bisa maju kalo kebijkannya sperti ini , kami sudah berusaha melayani sepenuh hati #savegojek"
ibrahim18122446,@gojekindonesia .mana yg kata nya mensejahterah kan driver . Yg ada kita di peras keringat nya .#savegojek #
soniyaperwita,gua bukan penumpang tp si gojek mau bantuin gua krn ban bocor . Thx abang gojek #savegojek @gojekindonesia @gojekin
RecoNegsagis,Ceritanya ngidam tapi mager #savegojek [ <e2><80><94>
nakegraha,"mamamu dulu adalah teman papa waktu muda

#savegojek #pergifotopulang #hornycupcakes <e2><80><a6>"
mulgokiziru,Profileku ijo -ijo #GoGreen #SaveGOJEK
Dhayat_22,"Ongkos sama tapi beban tak sama 
#SaveGojek [ <e2><80><94>"
poocongs,"Sesuatu yang besar , dimulai dari yang kecil dengan penuh usaha #SaveGojek"
poocongs,"Tidak sampai hati menolak yang tidak baik , sama dengan sampai hati merusak hidupmu sendiri . #SaveGojek"
poocongs,"Bukan karena tidak ada rintangan Kita optimis , tapi karena kita optimis maka rintangan jadi tidak ada #SaveGojek"
poocongs,"Manajemen adalah mengerjakan segalanya dengan benar , kepemimpinan adalah mengerjakan hal -hal yang benar . #SaveGojek"
jemicaren,"#SAVEGOJEK dengan cara kamu klik ""LIKE "" pada short movie kami ,<e2><80><a6> (w / Zafnatt , Suharpujayanto , & 5 others ) [ <e2><80><94>"
INDOCAHAYAPUTRA,@gojekindonesia  setelah dinamika taksi apakah gojek diam ketika armadanya di keroyok ? #savegojek #balasbkndgnkekerasan
OjatSmith,I am Gojekers #gojek #gojekindonesia #savegojek @ Gedung DPR /MPR -DPD RI
RamaAry4,saya bingung knpa pemerintah masih suka yg manual dan ribet . #savegojek
DJKesha_A,Jalan Ngurah Rai -Bali ... WTF is wrong with you jealous scum ??? Must 've been a taxi that ran him down #rip #savegojek
RezaMiraldi,"Menurutmu , apa yang sedang dipikirkan oleh hewan tentang manusi <e2><80><a6> <e2><80><94> ""manusia zaman sekarang kaya gua yah "" #savegojek"
Ririchanichan,"I see HUMAN but no HUMANITY 
#savegojek #gojekindonesia [ <e2><80><94>"
AgiLArfa,"Supermarket ora tau protes nang Lazada , Kantor pos ora tau protes neng email ... #SaveGojek"
ozzykirana02,Liat jiwa sosial driver Gojek Indonesia di jalan siapa pun kita bantu tdak kenal dia siapa yg di bantu . #savegojek
Thourieq,"Bersainglah yang sehat ,bukan dengan aksi premanisme ..!!!!!
By angry bird
#savegojek <e2><80><a6>"
TyanBestyana18,"Kantor pos aja gak nuntut email , warung kelontongan aja gak nuntut supermarket . Rezeki udah ada yang ngatur Bung , buat apa rusuh ? #SaveGojek"
AdityoSeptiadi,Benarkah inj korban aniaya supir taxi ?#savegojek [ <e2><80><94>
mave_inc,"Kalo dilihat lihat , ko pengemudi taksi kemarin banyak yg baju bebas dam gondrong ya ??? Liat tv . #savegojek #antibluebird"
estheriyaki,"GOJEK BANG ?  #savegojek 
.
.
.
.
.
.
.
.
.
.
.
[hiraukan muka bahagia esther ]"
inkasilta,Bener juga yaa  #savegrab #saveuber #savegojek  [ <e2><80><94>
rpplintang,"Negara yang maju adalah Negara yang bisa dan siap menerima perkembangan kemajuan dunia .
#savegojek #savegrab"
AhmadApandi766,"Maunya Untung !
Rugi ngak mau !
Bersaing takut !
App ngak mau buat padahal perusahaan besar , kan goblok !
#saveangkutanonline
#savegojek"
cerealkillerrs,Ngebluebert Gratis dari Kantor ke Jiexpo #boicottbayar #savegojek #savebluebird (with Jeri Kreatif ) [ <e2><80><94>
HLD_23,"Keep calm 
keep gojek


#KeepRespect
#SaveGojek
#GojekIndonesia (with Ricky ) [vid ] <e2><80><94>"
Rafli_Ibrahim2,Demo anarki koq dibiarin apa kt dunia nih indonesia #savegojek #savedrivergojek #solidaritas
Rafli_Ibrahim2,Bnr nih tp sopir taxi 'a bebas g ditindak yg ditahan mlh driver gojek #savedrivergojek #savegojek
